A,500290,MRF Ltd.,MRF
A,500109,MRPL,MRPL
A,543253,Mrs.Bectors Food Spec,BECTORFOOD
A,542597,MSTC Limited,MSTCLTD
A,543270,MTAR TECHNOLOGIES,MTARTECH
A,534091,Multi Commodty.Exch,MCX
A,533398,Muthoot Finance,MUTHOOTFIN
A,539551,Narayana Hrudayalaya,NH
A,523630,Nat.Fertiliser,NFL
A,526371,Nat.Mineral(1),NMDC
A,524816,Natco Pharma,NATCOPHARM
A,532234,National Alum(5),NATIONALUM
A,513023,NAVA Ltd (2),NAVA
A,532504,Navin Fluori(2),NAVINFLUOR
A,543280,Nazara Techno.(4),NAZARA
A,534309,NBCC(India) Lt(1),NBCC
A,500294,NCC Ltd(2),NCC
A,542665,Neogen Chemicals,NEOGEN
A,505355,NESCO LTD,NESCO
A,500790,Nestle (I).(1),NESTLEIND
A,524558,Neuland Lab.,NEULANDLAB
A,540900,Newgen Softw.Tech,NEWGEN
A,533098,NHPC LIMITED,NHPC
A,500304,NIIT Ltd.(2),NIITLTD
A,540767,Nippon Life India Asset,NAM-INDIA
A,513683,NLC India Ltd,NLCINDIA
A,543768,NMDC Steel Limited,NSLNISP
A,500730,NOCIL,NOCIL
A,532555,NTPC Ltd,NTPC
A,543334,Nuvoco Vistas Corp,NUVOCO
A,533273,Oberoi Realty,OBEROIRLTY
A,533106,OIL INDIA LTD,OIL
A,532439,Olectra Greente(4),OLECTRA
A,543396,One 97 Communicat(1),PAYTM
A,500312,ONGC Corp.(5),ONGC
A,532466,Oracle Financ(5),OFSS
A,535754,Orient Cement(1),ORIENTCEM
A,541301,Orient Electric,ORIENTELEC
A,532827,Page Industr,PAGEIND
A,532900,Paisalo Digital(1),PAISALO
A,543530,Paradeep Phosphates,PARADEEP
A,543367,Paras Defence & Space,PARAS
A,500368,Patanjali Foods(2),PATANJALI
A,531120,Patel Engg.(1),PATELENG
A,543390,PB Fintech Ltd (2),POLICYBZR
A,506590,PCBL Limited(1),PCBL
A,533179,Persistent System,PERSISTENT
A,532522,Petronet Lng,PETRONET
A,500680,Pfizer Ltd.,PFIZER
A,533581,PG Electroplast,PGEL
A,503100,Phoenix Mill(2),PHOENIXLTD
A,523642,PI Indus.Ltd(1),PIIND
A,500331,Pidilite Ind(1),PIDILITIND
A,500302,Piramal Enter(2),PEL
A,543635,Piramal Pharma,PPLPHARMA
A,540173,PNB Housing Fin,PNBHOUSING
A,539150,PNC Infratech (2),PNCINFRA
A,531768,Poly Medicur(5),POLYMED
A,542652,Polycab India,POLYCAB
A,524051,Polyplex,POLYPLEX
A,524000,Poonawalla Fincor(2),POONAWALLA
A,532810,Power Finan,PFC
A,532898,Power Grid Corp.,POWERGRID
A,539302,Power Mech Proj.,POWERMECH
A,522205,Praj Ind.(2),PRAJIND
A,533274,Prestige EstatePr,PRESTIGE
A,540293,Pricol Limited(1),PRICOLLTD
A,542907,Prince Pipes&Fitting,PRINCEPIPE
A,500338,Prism Johnson,PRSMJOHNSN
A,530117,Privi Speciality,PRIVISCL
A,500126,Procter & Gamble,PGHL
A,500459,Procter&gamb,PGHH
A,532524,PTC India,PTC
A,532461,Punj.Nat.Bank(2),PNB
A,532689,Pvr Inox Ltd,PVRINOX
A,539978,Quess Corp Ltd,QUESS
A,538683,R* Shares Sensex ETF,
A,532497,Radico khaitan(2),RADICO
A,542649,Rail Vikas Nigam,RVNL
A,543265,RailTel Corp.of Ind,RAILTEL
A,500339,Rain Indus.(2),RAIN
A,543524,Rainbow Child Medicar,RAINBOW
A,531500,Rajesh Export(1),RAJESHEXPO
A,517522,Rajratan Gus(2),RAJRATAN
A,500355,Rallis India(1),RALLIS
A,500260,Ramco Cement(1),RAMCOCEM
A,524230,Rashtr.Chem,RCF
A,543417,RateGain Travel Tech(1),RATEGAIN
A,520111,Ratnamni Met(2),RATNAMANI
A,534597,RattanIndia Enter(2),RTNINDIA
A,500330,Raymond Ltd.,RAYMOND
A,540065,RBL Bank Ltd,RBLBANK
A,532955,REC Ltd,RECLTD
A,532805,Redington Ltd(2),REDINGTON
A,523445,Rel.I.Infras,RIIL
A,500390,Rel.Infra,RELINFRA
A,530517,Relaxo Footware(1),RELAXO
A,500325,Reliance Ind.,RELIANCE
A,532915,Religare Enterpr,RELIGARE
A,532670,Renuka Sugar(1),RENUKA
A,535322,Repco Home Finance,REPCOHOME
A,543248,Restaurant Brands As,RBA
A,542747,Retfsnxn50,
A,534076,RHI Magnesita (1),RHIM
A,541556,Rites Limited,RITES
A,532527,Rk Forgings(2),RKFORGE
A,543325,Rolex Rings Ltd,ROLEXRINGS
A,543213,Rossari Biotech(2),ROSSARI
A,543228,Route Mobile Ltd,ROUTE
A,523025,Safari Ind.(2),SAFARI
A,517334,Samvardhana Mothers(1),MOTHERSON
A,530073,Sanghvi Mover(2),SANGHVIMOV
A,500674,Sanofi India Ltd,SANOFI
A,543358,Sansera Engineer(2),SANSERA
A,543397,Sapphire Foods India,SAPPHIRE
A,532163,Saregama Ind(1),SAREGAMA
A,543066,SBI Cards and Payments,SBICARD
A,540719,SBI Life InsuranceCo,SBILIFE
A,535276,Sbisensex,
A,505790,Schaeffler India(2),SCHAEFFLER
A,512529,Sequent Scientif(2),SEQUENT
A,539031,Setfbse100,
A,541972,Setfsn50,
A,538666,Sharda Cropchem,SHARDACROP
A,540725,Share India Sec.,SHAREINDIA
A,540203,Sheela Foam Lt(5),SFL
A,530549,Shilpa Medic(1),SHILPAMED
A,523598,Shipp.Corpn.,SCI
A,513097,Shiva.Bimetal(2),SBCL
A,532638,Shopper Stop(5),SHOPERSTOP
A,500387,Shree Cement,SHREECEM
A,532498,Shriram Cityunion,SHRIRAMCIT
A,511218,Shriram Finance Ltd,SHRIRAMFIN
A,543299,Shyam Metalics &,SHYAMMETL
A,500550,Siemens(2),SIEMENS
A,540673,SIS Ltd(5),SIS
A,533206,SJVN Limited,SJVN
A,500472,SKF India,SKFINDIA
A,532784,Sobha Ltd,SOBHA
A,532725,Solar Indus(2),SOLARINDS
A,507514,Som Distill(5),SDBL
A,531548,Somany Ceramic(2),SOMANYCERA
A,543300,Sona BLW Precision,SONACOMS
A,532221,Sonata Soft(1),SONATSOFTW
A,532218,South Ind.bk(1),SOUTHBANK
A,542759,Spandana Sphoorty Fin,SPANDANA
A,503806,SRF Ltd.,SRF
A,540575,Star Cement Ltd(1),STARCEMENT
A,543412,Star Health & Allied,STARHEALTH
A,500112,State Bank(1),SBIN
A,500113,Steel Author,SAIL
A,542760,Sterling & Wilson (1),SWSOLAR
A,532374,Sterlite Tech(2),STLTECH
A,532531,Strides Pharma Sc,STAR
A,526951,Stylam Indus.(5),STYLAMIND
A,532348,Subex Ltd (5),SUBEXLTD
A,506655,Sudarsh.Chem(2),SUDARSCHEM
A,543711,Sula Vineyards (2),SULA
A,542920,Sumitomo Chemicals,SUMICHEM
A,524715,Sun Pharma(1),SUNPHARMA
A,532733,Sun Tv Netw(5),SUNTV
A,500403,Sundaram Fast(1),SUNDRMFAST
