A,500404,Sunflag Iron,SUNFLAG
A,512179,Sunteck Realty(2),SUNTECK
A,532509,Suprajit Eng(1),SUPRAJIT
A,509930,Supreme Ind(2),SUPREMEIND
A,500405,Supreme Petr(2),SPLPETRO
A,543279,Suryoday Small Finan,SURYODAY
A,543064,Suven Pharma (1),SUVENPHAR
A,503310,Swan Energy(1),SWANENERGY
A,517385,Symphony Ltd(2),SYMPHONY
A,539268,Syngene Inter.,SYNGENE
A,543573,Syrma SGS Techno.Ltd,SYRMA
A,543596,Tamilnad Mercantile Bank,TMB
A,532790,Tanla Platforms (1),TANLA
A,500770,Tata Chem,TATACHEM
A,532301,Tata Coffee(1),TATACOFFEE
A,500483,Tata Communicat,TATACOMM
A,500800,Tata Consumer Pro(1),TATACONSUM
A,500408,Tata Elxsi,TATAELXSI
A,513434,Tata Metalik,TATAMETALI
A,570001,Tata MotorDvr(2),TATAMTRDVR
A,500570,Tata Motors(2),TATAMOTORS
A,500400,Tata Power(1),TATAPOWER
A,500470,Tata Steel(1),TATASTEEL
A,532371,Tata Teleser,TTML
A,540212,TCI Express Lt(2),TCIEXP
A,541700,TCNS Clothing CO(2),TCNSBRANDS
A,532540,TCS Ltd.(1),TCS
A,533553,TD Power Syst(2),TDPOWERSYS
A,539658,Teamlease Services,TEAMLEASE
A,532755,Tech Mahindra(5),TECHM
A,542141,Techno Electric(2),
A,543413,Tega Industries,TEGA
A,540595,Tejas Networks,TEJASNET
A,533326,Texmaco Rail(1),TEXRAIL
A,540769,The New India Assu(5),NIACL
A,500411,Thermax Ltd(2),THERMAX
A,500412,Thirumalai Ch(1),TIRUMALCHM
A,507205,Tilaknagar Ind,TI
A,532856,Time Technopl(1),TIMETECHNO
A,522113,Timken (I),TIMKEN
A,532966,Titagarh Rail Syst(2),TITAGARH
A,500114,Titan Company(1),TITAN
A,532779,Tornt Power,TORNTPOWER
A,500420,Torrent Pharm(5),TORNTPHARM
A,532349,Transport Corp(2),TCI
A,500251,Trent Ltd(1),TRENT
A,521064,Trident Inds(1),TRIDENT
A,532356,Triveni Engin(1),TRIVENI
A,533655,Triveni Turb(1),TRITURBINE
A,517506,TTK Prestige(1),TTKPRESTIG
A,540762,Tube Invest of Ind(1),TIINDIA
A,520056,TVS Holdings Ltd(5),TVSHLTD
A,532343,TVS Motor(1),TVSMOTOR
A,509243,TVS Srichakr,TVSSRICHAK
A,532505,Uco Bank,UCOBANK
A,500148,Uflex Indus,UFLEX
A,539874,Ujjivan Fin.Services,UJJIVAN
A,542904,Ujjivan Small Fin.Bank,UJJIVANSFB
A,532538,Ultratech Cm,ULTRACEMCO
A,506690,Unichem Lab(2),UNICHEMLAB
A,532477,Union Bank L,UNIONBANK
A,532478,United Brewer(1),UBL
A,532432,United Spirits(2),MCDOWELL-N
A,532539,Uno Minda Ind(2),UNOMINDA
A,512070,UPL Limited(2),UPL
A,517146,Usha Martin(1),USHAMART
A,543238,UTI Asset Management,UTIAMC
A,542513,UTI S&P Sensex Next50ETF,UTISXN50
A,539312,UTIAMC-Utisensetf,UTISENSETF
A,533269,VA Tech Wabag(2),WABAG
A,532156,Vaibhav Global (2),VAIBHAVGBL
A,511431,Vakrangee Ltd(1),VAKRANGEE
A,502986,Vardhman Tex,VTL
A,541578,Varroc Eng.Lt(1),VARROC
A,540180,Varun Beverages(5),VBL
A,543463,Vedant Fashions (1),MANYAVAR
A,500295,Vedanta Ltd(1),VEDL
A,543528,Venus Pipes & Tubes,VENUSPIPES
A,520113,Vesuvius Ind,VESUVIUS
A,532953,VGuard Indus(1),VGUARD
A,543350,Vijaya Diagnostic(1),VIJAYA
A,524200,Vinati Org.(1),VINATIORGA
A,507880,VIP Indus.(2),VIPIND
A,534976,VMART Retail,VMART
A,532822,Vodafone Idea Ltd,IDEA
A,532757,Voltamp Tran,VOLTAMP
A,500575,Voltas Ltd(1),VOLTAS
A,539118,VRL Logistics,VRLLOG
A,509966,VST Indus.,VSTIND
A,532144,Welspun Corp(5),WELCORP
A,532553,Welspun Enter.Ltd,WELENT
A,514162,Welspun Living Ltd(1,WELSPUNLIV
A,500444,West Coast Paper(2),WSTCSTPAPR
A,505533,Westlife Foodworld(2),WESTLIFE
A,500238,Whirlpool,WHIRLPOOL
A,507685,Wipro Ltd(2),WIPRO
A,538268,Wonderla Holidays,WONDERLA
A,532648,Yes Bank ltd(2),YESBANK
A,505537,Zee Enter(1),ZEEL
A,533339,Zen Tech(1),ZENTEC
A,504067,Zensar Tech.(2),ZENSARTECH
A,533023,ZF Commerc.Vehicl(5),ZFCVINDIA
A,543320,Zomato Ltd (1),ZOMATO
A,532321,Zydus Lifesc.(1),ZYDUSLIFE
A,531335,Zydus Wellness,ZYDUSWELL
